Order Name,Created at,Source Name,Total Discounts,Order Status,Total Product,Store,Carrier Status Code,Cancel Reason,Sales Program,Giới tính,Funnel,Category,Sub-category,Price,Subtotal Price
100241,7/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Áo (mùa đông),Áo len,350000,350000
103300,8/4/2023,Instagram,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103320,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Áo (mùa đông),Áo len,350000,350000
103331,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103369,8/4/2023,Hotline,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103383,8/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
103426,8/4/2023,Hotline,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103432,8/4/2023,Trực tiếp - Cửa hàng,220000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103446,8/4/2023,Trực tiếp - Cửa hàng,80000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103460,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103462,8/4/2023,Facebook,0,complete,1,27 Khâm Thiên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
103466,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Áo (mùa đông),Áo len,350000,350000
103477,8/4/2023,Trực tiếp - Cửa hàng,90000,complete,1,27 Khâm Thiên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
103481,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
103484,8/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Váy,Chân váy,310000,310000
103497,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
103509,8/4/2023,Trực tiếp - Cửa hàng,100000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103526,8/4/2023,Trực tiếp - Cửa hàng,220000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103530,8/4/2023,Instagram,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103545,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Anh,,Trang sức sự kiện,Túi đeo,250000,250000
103559,8/4/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Anh,,Trang sức sự kiện,Túi đeo,250000,250000
103560,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Anh,,Áo (mùa hè),Áo phông,300000,300000
103590,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Anh,,Áo (mùa đông),Áo len,350000,350000
103602,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103603,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103615,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103620,8/4/2023,Trực tiếp - Cửa hàng,50000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103624,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103625,8/4/2023,Trực tiếp - Cửa hàng,110000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103627,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
103653,8/4/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103663,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần jeans,370000,370000
103688,8/4/2023,Instagram,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
103694,8/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
103704,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
103738,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
103739,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
103745,8/4/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Váy,Chân váy,310000,310000
103760,8/4/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103848,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,Telesale,Áo (mùa đông),Áo len,350000,350000
103862,8/4/2023,Trực tiếp - Cửa hàng,100000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
103880,8/4/2023,Trực tiếp - Cửa hàng,50000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103919,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
103952,8/4/2023,Trực tiếp - Cửa hàng,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103970,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
104017,8/4/2023,Hotline,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
104042,8/4/2023,Trực tiếp - Cửa hàng,28000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
104055,8/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Hãng vận chuyển,Chị,,Daily use,Áo croptop sơ mi,280000,280000
104070,8/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
104074,8/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104081,8/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Áo croptop sơ mi,280000,280000
104124,8/4/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104143,8/4/2023,Trực tiếp - Cửa hàng,195000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104145,8/4/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Váy,Chân váy,310000,310000
104240,8/4/2023,Instagram,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102102,9/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102117,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Áo (mùa đông),Áo len,350000,350000
102120,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102687,9/4/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
102699,9/4/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102701,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
102723,9/4/2023,Trực tiếp - Cửa hàng,0,prepared,1,Kho Online,prepared,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
102728,9/4/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
102731,9/4/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
102743,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102778,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102825,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102834,9/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
102850,9/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102888,9/4/2023,Zalo,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Váy,Váy body,380000,380000
102897,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Áo (mùa đông),Áo len,350000,350000
102907,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
102908,9/4/2023,Hotline,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Váy,Váy body,380000,380000
102918,9/4/2023,Hotline,0,cancel,1,KHO ĐƠN HÀNG,cancel,Hết hàng,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
102976,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
102996,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Hết hàng,,Chị,,Quần,Quần jeans,370000,370000
103044,9/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Váy,Chân váy,310000,310000
103046,9/4/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Tự vận chuyển,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
103048,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa hè),Áo phông,300000,300000
103063,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Váy,Váy body,380000,380000
103068,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Mũ,180000,180000
103069,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Áo (mùa đông),Áo len,350000,350000
103070,9/4/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Mũ,180000,180000
103079,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
103102,9/4/2023,Trực tiếp - Cửa hàng,30000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
103103,9/4/2023,Trực tiếp - Cửa hàng,40000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
103104,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
103107,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103113,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Hết hàng,,Chị,,Áo (mùa hè),Áo phông,300000,300000
103129,9/4/2023,Hotline,60000,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
103136,9/4/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Mũ,180000,180000
103145,9/4/2023,Instagram,0,complete,1,Kho Online,pending,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Mũ,180000,180000
103146,9/4/2023,Facebook,0,cancel,2,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa đông),Áo len,350000,700000
103189,9/4/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Mũ,180000,180000
103207,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
100004,9/4/2023,Instagram,0,confirmed,1,Kho Online,confirmed,,Đặt trước,Chị,,Trang sức sự kiện,Mũ,180000,180000
100226,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Mũ,180000,180000
100455,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Váy,Chân váy,310000,310000
101490,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Váy,Chân váy,310000,310000
102453,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
102619,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa đông),Áo len,350000,350000
102648,9/4/2023,Trực tiếp - Cửa hàng,50000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Anh,,Trang sức sự kiện,Mũ,180000,180000
103422,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Anh,,Trang sức sự kiện,Mũ,180000,180000
103969,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Anh,,Váy,Chân váy,310000,310000
104316,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa đông),Áo len,350000,350000
100454,9/4/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Daily use,Áo croptop sơ mi,280000,280000
100475,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Quần,Quần tây,420000,420000
100502,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Áo (mùa đông),Áo len,350000,350000
100507,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa đông),Áo len,350000,350000
100514,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Trả góp không thành công,,Chị,,Quần,Quần tây,420000,420000
100516,9/4/2023,Instagram,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Váy,Váy body,380000,380000
100547,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy body,380000,380000
100564,9/4/2023,Trực tiếp - Cửa hàng,28000,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100568,9/4/2023,Trực tiếp - Cửa hàng,100000,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
100577,9/4/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Váy,Váy body,380000,380000
100579,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Không đồng ý hình thức,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
100585,9/4/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Mũ,180000,180000
100588,9/4/2023,Trực tiếp - Cửa hàng,100000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Váy,Váy liền,430000,430000
100592,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Quần,Quần tây,420000,420000
100602,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Daily use,Áo croptop sơ mi,280000,280000
100611,9/4/2023,Facebook,0,complete,1,Kho Online,complete,,Tự vận chuyển,Chị,,Quần,Quần jeans,370000,370000
100634,9/4/2023,Facebook,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
100641,9/4/2023,Facebook,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Quần,Quần jeans,370000,370000
100642,9/4/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Mũ,180000,180000
104799,9/4/2023,Tik Tok,0,complete,1,KHO ĐƠN HÀNG,complete,,Hãng vận chuyển,Chị,,Váy,Váy liền,430000,430000
100648,7/5/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Váy,Váy liền,430000,430000
100665,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
100667,7/5/2023,Facebook,0,cancel,1,Kho Online,cancel,Hết hàng,,Chị,,Quần,Quần tây,420000,420000
100687,7/5/2023,Facebook,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Đơn trùng,Đặt trước,Chị,,Váy,Váy liền,430000,430000
100715,7/5/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Áo (mùa hè),Áo phông,300000,300000
100755,7/5/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
100775,7/5/2023,Hotline,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Trang sức sự kiện,Mũ,180000,180000
100796,7/5/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Trang sức sự kiện,Mũ,180000,180000
100799,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Váy,Váy liền,430000,430000
100858,7/5/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Daily use,Áo croptop sơ mi,280000,280000
100861,7/5/2023,Lazada,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Váy,Váy body,380000,380000
100902,7/5/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy liền,430000,430000
102476,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
102732,7/5/2023,Hotline,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Không liên hệ được khách hàng,Đặt trước,Chị,,Váy,Váy body,380000,380000
103614,7/5/2023,Instagram,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Đơn trùng,Đặt trước,Chị,,Váy,Váy body,380000,380000
104562,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Tham khảo so sánh giá,Đặt trước,Chị,,Váy,Váy body,380000,380000
100137,7/5/2023,Instagram,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
100465,7/5/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100887,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Áo (mùa hè),Áo phông,300000,300000
101968,7/5/2023,Hotline,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Không liên hệ được khách hàng,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
102320,7/5/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
103651,7/5/2023,Facebook,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Không liên hệ được khách hàng,Đặt trước,Chị,,Váy,Váy body,380000,380000
105426,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Quần,Quần tây,420000,420000
101190,7/5/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101196,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy liền,430000,430000
101198,7/5/2023,Instagram,0,complete,1,Kho Online,pending,,Hãng vận chuyển,Chị,,Quần,Quần tây,420000,420000
101199,7/5/2023,Zalo,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
101207,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
101221,7/5/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101232,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy body,380000,380000
101234,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
101236,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Daily use,Áo croptop sơ mi,280000,280000
101239,7/5/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Váy,Váy body,380000,380000
101244,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101257,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Quần,Quần tây,420000,420000
101261,7/5/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Váy,Váy liền,430000,430000
101276,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101283,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy liền,430000,430000
101284,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101301,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy liền,430000,430000
101338,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Anh,,Quần,Quần tây,420000,420000
101352,7/5/2023,Zalo,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Anh,,Váy,Váy liền,430000,430000
101358,7/5/2023,Facebook,0,complete,4,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,1520000
101364,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Quần,Quần jeans,370000,370000
101410,7/5/2023,Shopee,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101435,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy body,380000,380000
101438,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy body,380000,380000
101440,7/5/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần jeans,370000,370000
101442,7/5/2023,Trực tiếp - Cửa hàng,130000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Váy,Váy liền,430000,430000
101450,7/5/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo phông,300000,300000
101467,7/5/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy body,380000,380000
101481,7/5/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Váy liền,430000,430000
101483,7/5/2023,Hotline,0,complete,1,Kho Online,complete,,Tự vận chuyển,Chị,,Daily use,Áo croptop sơ mi,280000,280000
100385,7/5/2023,Facebook,0,confirmed,1,KHO ĐƠN HÀNG,confirmed,,Hãng vận chuyển,Chị,,Quần,Quần jeans,370000,370000
100386,7/5/2023,Instagram,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Váy,Váy liền,430000,430000
100402,7/5/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Anh,,Quần,Quần tây,420000,420000
